cliente_id,nombre,email,telefono,edad,genero,ciudad,categoria_producto,monto_compra,salario_mensual,score_satisfaccion,metodo_pago,fecha_registro,fecha_ultima_compra,estado_cliente,num_compras,region
642,Ana Martínez,usuario642@outlook.com,3018490319,47,Female,Bucaramanga,deportes,228279.43,3402651.38,,Efectivo,2021/03/24,2023/04/26,Inactivo,30.0,Centro
643,Paola Rivera,usuario643@empresa.co,3113008071,41,Female,barranquilla,Deportes,445988.96,3429278.75,7.7,Tarjeta Débito,2021/01/06,2023-08-20,Activo,6.0,Occidente
644,Ana Sánchez,usuario644@hotmail.com,3005378035,38,M,Bogotá,ROPA,,4682809.92,9.4,efectivo,06-27-2020,2024-09-03,inactivo,15.0,
645,María González,usuario645@hotmail.com,3129281401,54,Femenino,  Cartagena  ,Electrónica,299666.29,4633232.16,1.1,tarjeta débito,02/03/2021,21/08/2024,Activo,22.0,
646,Pedro Sánchez,,3119085317,74,Femenino,Medellín,Ropa,146495.8,3557655.79,1.0,efectivo,,2022-01-11,ACTIVO,7.0,Centro
647,,usuario647@yahoo.com,3155237689,0,MASCULINO,BOGOTA,Alimentos,258805.59,2664153.56,3.0,Tarjeta Crédito,2021/05/17,14 Apr 2024,Pendiente,38.0,Centro
648,Sandra González,usuario648@gmail.com,,21,f,Cartagena,HOGAR,270228.89,4144189.95,,Efectivo,2023/04/11,06-05-2021,inactivo,32.0,Oriente
649,Andrés García,usuario649@yahoo.com,3201511440,35,m,medellin,HOGAR,1020740.74,99999999.0,,pse,20/03/2020,14 Jun 2024,Pendiente,40.0,
650,Ana Torres,usuario650@empresa.co,3153795663,45,f,Santa Marta,Deportes,12300889.5,3620779.65,3.2,Tarjeta Crédito,2024-03-27,2022/05/06,Activo,25.0,Centro
651,Natalia Gómez,,3003085220,46,Femenino,BOGOTA,electronica,156421.88,550030.94,7.4,,03/07/2023,05/03/2020,inactivo,,Norte
652,Andrés García,usuario652@empresa.co,000,31,F,CALI,Alimentos,600680.64,3843047.39,3.2,PSE,2022/08/23,30-05-2020,ACTIVO,21.0,Oriente
653,,usuario653gmail.com,3203977565,25,,Cali,deportes,285585.09,2954516.79,1.0,,01/07/2020,15 Nov 2021,Inactivo,18.0,Norte
654,Miguel Gómez,usuario654@yahoo.com,3018635843,25,f,Barranquilla,ROPA,135318.5,5407915.43,6.1,Efectivo,13-01-2022,2024-02-14,Pendiente,4.0,Oriente
655,Juan Torres,usuario655@empresa.co,3004180424,61,FEMENINO,CALI,deportes,234429.33,2864300.88,10.0,Tarjeta Crédito,09-11-2023,2020-10-27,activo,24.0,
656,Luis Torres,usuario656@gmail.com,3101180623,51,m,Cartagena,Tecnología,,3962215.57,2.1,efectivo,07-04-2023,19 Nov 2023,inactivo,28.0,Sur
657,Juan Pérez,usuario657@hotmail.com,3108272288,20,Femenino,BOGOTA,Hogar,490669.84,4240581.33,1.2,Nequi,11 Mar 2021,,activo,32.0,Sur
658,Sandra Martínez,usuario658@hotmail.com,3124670272,56,m,Manizales,Hogar,988184.38,2865992.65,8.7,Efectivo,10 Jan 2021,28-08-2024,pendiente,40.0,Oriente
659,Paola Torres,usuario659@hotmail.com,3124971263,0,FEMENINO,CALI,HOGAR,91855.58,3606980.51,7.8,efectivo,2022/05/15,24/05/2022,Cancelado,24.0,Norte
660,Sandra González,usuario660@outlook.com,3201902313,31,Female,Cúcuta,deportes,101477.68,2468572.65,8.4,TARJETA CREDITO,2021/01/09,07-09-2022,pendiente,27.0,Sur
661,María García,sin_email,3117482899,66,FEMENINO,Cúcuta,Deportes,386179.96,1022151.1,5.5,Tarjeta Débito,16-11-2021,07 Oct 2020,Activo,14.0,Norte
662,Laura Flores,usuario662@outlook.com,3017464136,38,f,Barranquilla,alimentos,415797.9,3689814.23,7.7,TARJETA CREDITO,2024/03/16,04/09/2020,ACTIVO,47.0,Sur
663,Sergio Pérez,usuario663@yahoo.com,3152815126,49,MASCULINO,Medellín,Alimentos,360278.36,4174209.6,5.8,,05-08-2021,2021/04/26,Inactivo,38.0,
664,Sergio Flores,usuario664@empresa.co,3004833796,29,m,Santa Marta,ROPA,199210.08,1965649.85,7.5,efectivo,07-27-2023,2021-02-24,pendiente,3.0,Oriente
665,Natalia Gómez,usuario665@hotmail.com,3004237672,52,,Cartagena,deportes,97201.89,2440434.02,6.6,,2021/06/05,,Cancelado,24.0,Oriente
666,Laura Pérez,usuario666@yahoo.com,3128562050,50,Femenino,Bucaramanga,alimentos,713527.05,3024453.69,5.9,efectivo,27-03-2024,2020-09-24,Inactivo,17.0,Oriente
667,Jorge González,usuario667@empresa.co,3206257967,60,Masculino,BOGOTA,Electrónica,254461.03,-1000.0,3.7,Tarjeta Crédito,03/03/2024,10 Feb 2024,Cancelado,17.0,Oriente
668,Paola Pérez,usuario668@empresa.co,N/A,22,FEMENINO,medellin,alimentos,267789.26,4385097.9,9.6,,17-08-2024,2022/01/26,Pendiente,23.0,Oriente
669,Luis González,usuario669@yahoo.com,3202122045,65,Femenino,Manizales,Alimentos,47816.12,3261432.12,8.8,tarjeta débito,2022-03-24,14 Oct 2023,Cancelado,22.0,Centro
670,Laura Martínez,usuario670@outlook.com,N/A,,Femenino,Bucaramanga,alimentos,292857.56,5608829.62,5.3,efectivo,06-11-2023,03/05/2023,inactivo,4.0,Sur
671,Sandra López,usuario671@outlook.com,3114860743,,Masculino,Cartagena,deportes,118108.88,1450022.71,3.2,PSE,29/07/2024,26/10/2023,Activo,8.0,Sur
672,Pedro Martínez,usuario672@hotmail.com,3126356605,73,Female,Barranquilla,Electrónica,62756.68,5141164.34,,,2022/10/09,14/08/2023,Pendiente,27.0,Occidente
673,Jorge Ramírez,usuario673@hotmail.com,3018629866,45,Female,Medellín,HOGAR,45030.19,4940478.24,8.3,pse,01-31-2020,2024/05/23,Inactivo,,Norte
674,Andrés Martínez,usuario674@empresa.co,3156202094,63,Female,Manizales,alimentos,46033.46,3524570.48,5.6,,04-01-2020,2022-05-18,Inactivo,24.0,Centro
675,Carlos Rivera,usuario675@hotmail.com,3117973464,36,MASCULINO,Bogotá,Hogar,13608.13,4335007.86,3.2,efectivo,2020/10/21,16-08-2022,Activo,6.0,
676,Sergio Martínez,usuario676@gmail.com,3106742222,19,M,Pereira,Hogar,189787.57,3434217.09,1.9,Nequi,19/01/2024,12/10/2022,Inactivo,16.0,Centro
677,Andrés Ramírez,usuario677@hotmail.com,3109014545,28,m,Manizales,Tecnología,532104.51,3653460.53,9.6,tarjeta débito,28/10/2020,29 Aug 2022,Pendiente,46.0,Norte
678,Luis Pérez,usuario678@gmail.com,3126090741,57,Femenino,CALI,Hogar,784700.76,3850595.96,-1.0,TARJETA CREDITO,2022/02/24,27 Jan 2023,Activo,17.0,Sur
679,Andrés Rivera,usuario679@gmail.com,,62,Masculino,Santa Marta,HOGAR,7072.24,5013544.13,1.8,,03/07/2020,2023-05-26,pendiente,45.0,
680,,usuario680@empresa.co,3002042343,23,M,Barranquilla,Tecnología,69583.19,4396438.39,11.0,Efectivo,08-13-2023,28 Nov 2022,activo,12.0,Sur
681,Andrés Pérez,,3012527989,24,,Pereira,Ropa,322343.06,3896211.23,4.0,,04 Jun 2024,05-07-2024,Inactivo,40.0,
682,Jorge Rodríguez,usuario682@outlook.com,3009028497,55,MASCULINO,Manizales,ROPA,138484.72,1733285.56,6.2,Nequi,13/05/2022,2024-05-28,inactivo,,
683,Ana Rodríguez,usuario683@hotmail.com,3119084073,23,F,barranquilla,deportes,249326.39,2788168.29,2.4,Tarjeta Crédito,2021-01-27,04/03/2020,pendiente,,Norte
684,Miguel Sánchez,usuario684@yahoo.com,3152701582,37,F,  Cartagena  ,alimentos,45460.09,2756463.97,,efectivo,12-12-2023,11/02/2023,inactivo,,
685,Laura López,usuario685@gmail.com,3117396940,32,Masculino,Pereira,Tecnología,6662.7,2120016.23,8.2,pse,2023-04-13,03/07/2022,Cancelado,27.0,Oriente
686,Carlos Martínez,usuario686@outlook.com,3015084770,28,F,  Cartagena  ,electronica,531304.12,1480893.47,1.6,TARJETA CREDITO,2022/08/02,2021-08-09,Inactivo,24.0,Occidente
687,,usuario687@empresa.co,3114809165,desconocido,FEMENINO,Bogotá,Electrónica,345810.81,4370650.88,7.9,PSE,28-09-2023,10-14-2022,Pendiente,27.0,
688,María Rodríguez,usuario688@gmail.com,3008364577,50,M,BOGOTA,alimentos,86143.13,,4.7,Tarjeta Crédito,,08/02/2022,Inactivo,16.0,Centro
689,Pedro Sánchez,usuario689@outlook.com,3206060547,67,m,Pereira,HOGAR,87486.49,4419923.98,4.4,,20 Mar 2022,2020-02-14,Pendiente,11.0,Sur
690,Pedro Martínez,usuario690@gmail.com,3004239815,64,Femenino,Cúcuta,Hogar,656727.67,3778531.1,6.4,efectivo,19/09/2023,08/02/2020,Activo,42.0,Norte
691,Ana Ramírez,usuario691@hotmail.com,---,59,FEMENINO,Pereira,HOGAR,301587.9,2210056.56,9.0,,,05-07-2023,Inactivo,15.0,
692,Jorge Rivera,usuario692@empresa.co,3017165197,33,Female,Santa Marta,HOGAR,467607.31,2544967.8,4.6,Efectivo,22-11-2023,10-30-2022,inactivo,5.0,Occidente
693,Carlos Pérez,usuario693@gmail.com,3127869497,34,MASCULINO,  Cartagena  ,ROPA,228963.3,,7.4,PSE,2021/11/11,2022/12/29,Cancelado,39.0,Centro
694,Sergio Flores,usuario694@yahoo.com,3106180743,56,f,medellin,electronica,95506.91,,0.0,efectivo,26-04-2024,20 Jun 2021,inactivo,35.0,Sur
695,Juan Ramírez,usuario695@gmail.com,---,66,M,medellin,electronica,35473.34,3397054.21,6.8,tarjeta débito,08-09-2020,2020/06/13,pendiente,43.0,Occidente
696,Carlos Rivera,usuario696@outlook.com,3109050689,29,Male,Manizales,HOGAR,29328.67,3446926.81,,,2022-02-28,09-11-2022,Activo,,
697,Carlos Gómez,usuario697@empresa.co,3129990857,58,m,Cúcuta,deportes,506536.39,3822432.76,7.9,Efectivo,03/08/2021,22/10/2021,Pendiente,19.0,Centro
698,Sandra Sánchez,usuario698@outlook.com,3018676831,66,Femenino,Cúcuta,deportes,179413.46,3431860.43,7.2,TARJETA CREDITO,05-20-2023,06-12-2021,Activo,8.0,Centro
699,Andrés Ramírez,usuario699@yahoo.com,3004309426,55,Femenino,medellin,Ropa,412433.71,3386552.8,2.2,Tarjeta Débito,23 Apr 2022,12/01/2021,Cancelado,40.0,Oriente
700,Paola Torres,usuario700@gmail.com,3102205226,74,FEMENINO,CALI,Tecnología,98031.38,3685416.87,5.0,Tarjeta Débito,07-12-2024,01 Jun 2020,ACTIVO,4.0,
701,Paola Martínez,usuario701@yahoo.com,3129900483,58,Masculino,CALI,Hogar,160515.71,2625620.69,3.6,Nequi,2023/10/21,09-09-2022,inactivo,49.0,Norte
702,Andrés Flores,usuario702@hotmail.com,3207011618,38,m,Cali,electronica,147829.41,4016521.81,,pse,24/02/2021,12-11-2023,Cancelado,35.0,Occidente
703,Miguel González,usuario703@outlook.com,3157714423,58,F,CALI,Deportes,180261.97,5316707.97,4.5,Tarjeta Crédito,2020/06/23,2023/08/18,pendiente,50.0,Occidente
704,,usuario704@hotmail.com,3151944652,46,,Santa Marta,ROPA,726316.6,4495286.09,,PSE,25/05/2021,25/09/2023,Activo,37.0,
705,Sandra Gómez,usuario705outlook.com,,999,FEMENINO,Pereira,ROPA,64947.5,,9.0,,13/01/2023,08-03-2020,ACTIVO,13.0,Oriente
706,Pedro Flores,usuario706@outlook.com,3158710204,68,m,Barranquilla,Tecnología,755690.34,4892239.74,7.2,Tarjeta Débito,09-28-2023,2024-01-15,Pendiente,28.0,
707,Sandra Martínez,usuario707@gmail.com,,21,Female,medellin,electronica,1216509.19,3359270.32,5.2,,2020/02/27,22/03/2024,inactivo,27.0,Centro
708,Paola Sánchez,usuario708@gmail.com,3019704346,22,M,Bogotá,Alimentos,98061.89,5060870.48,4.2,Nequi,28-01-2021,15 Sep 2021,pendiente,8.0,Oriente
709,Diana Sánchez,usuario709@yahoo.com,,46,Female,Santa Marta,Alimentos,102126.1,1142428.52,4.7,Tarjeta Débito,18/05/2024,03-11-2022,pendiente,34.0,
710,Carlos Ramírez,usuario710@outlook.com,3004214803,,FEMENINO,Cali,HOGAR,161812.28,3799423.15,9.4,pse,05/02/2023,2023/02/08,Activo,12.0,
711,María Flores,usuario711@gmail.com,3007574779,36,Male,Bucaramanga,deportes,56622.69,2916492.84,5.1,tarjeta débito,01 May 2020,10-23-2023,Inactivo,8.0,Centro
712,Sandra Pérez,usuario712@yahoo.com,3112239878,-5,Masculino,CALI,alimentos,,3361531.89,,Tarjeta Débito,08-22-2020,16-11-2022,pendiente,46.0,Centro
713,Miguel Pérez,sin_email,,50,FEMENINO,barranquilla,electronica,107522.49,99999999.0,-1.0,tarjeta débito,2023-11-14,21/06/2021,Cancelado,1.0,Occidente
714,Juan García,usuario714@hotmail.com,,55,MASCULINO,  Cartagena  ,Hogar,56660.09,2651527.93,6.0,TARJETA CREDITO,25 Dec 2021,20 Nov 2022,Inactivo,15.0,Oriente
715,Juan Ramírez,usuario715@outlook.com,3007232395,68,Female,Barranquilla,Hogar,1090920.9,6470728.1,7.3,efectivo,2020-02-09,2022-05-05,activo,37.0,Sur
716,Carlos Gómez,usuario716@hotmail.com,3203315597,20,Male,BOGOTA,deportes,124384.35,1422732.26,2.0,Tarjeta Crédito,,07 Dec 2023,inactivo,31.0,Oriente
717,Juan Gómez,usuario717@outlook.com,3111367561,69,F,Cúcuta,Tecnología,,3372019.18,1.6,Tarjeta Crédito,05/09/2023,28/05/2024,Pendiente,29.0,Sur
718,Diana Gómez,usuario718@empresa.co,,30,FEMENINO,CALI,ROPA,202404.59,5599945.0,6.7,Nequi,22 Sep 2021,2024/02/02,Activo,36.0,Norte
719,Andrés Gómez,usuario719@outlook.com,3111628267,48,,barranquilla,HOGAR,302926.02,4455573.52,6.1,Efectivo,06-09-2021,04/10/2022,pendiente,22.0,Occidente
720,Ana Torres,usuario720@outlook.com,3114233172,21,F,Bogotá,HOGAR,278500.59,3987208.03,8.8,Tarjeta Débito,22 Dec 2022,01-28-2021,Inactivo,22.0,Oriente
721,Pedro López,usuario721@hotmail.com,3155840167,69,,Bogotá,ROPA,63174.51,3408488.74,9.0,Efectivo,2023-04-30,19 Feb 2021,pendiente,23.0,Sur
722,Luis Rodríguez,usuario722@hotmail.com,---,39,MASCULINO,Bucaramanga,Electrónica,320385.22,4227619.49,,Efectivo,30/11/2021,29 Jan 2020,activo,33.0,Norte
723,Luis Gómez,usuario723@hotmail.com,3126231341,23,m,Cartagena,Ropa,57551.34,5174712.12,3.0,tarjeta débito,2020-11-25,24-03-2021,ACTIVO,14.0,Sur
724,Sergio Rivera,usuario724@yahoo.com,3205388337,29,Masculino,Barranquilla,Electrónica,41622.06,5202055.03,4.7,PSE,11 Dec 2022,2024/06/16,inactivo,29.0,Sur
725,Andrés González,usuario725@gmail.com,3107527356,,M,Medellín,Alimentos,13768.65,4710795.02,,Tarjeta Crédito,2021-08-22,11-14-2022,Cancelado,18.0,
726,Luis Flores,usuario726@empresa.co,3157034920,46,,Pereira,electronica,710729.62,3236027.34,3.2,Efectivo,07-22-2021,2024-08-02,pendiente,10.0,Sur
727,Sandra Rodríguez,usuario727@outlook.com,3015171748,57,FEMENINO,barranquilla,ROPA,67072.95,1947570.19,1.8,TARJETA CREDITO,05-03-2022,12-12-2024,Cancelado,14.0,Oriente
728,Jorge Gómez,usuario728@gmail.com,3152057707,41,m,barranquilla,Tecnología,414034.55,3228163.69,0.0,efectivo,01-24-2024,21/08/2023,inactivo,10.0,Norte
729,Sergio Rodríguez,usuario729@empresa.co,3016411776,42,Femenino,BOGOTA,Tecnología,114809.25,2651110.68,9.1,Tarjeta Débito,,22/03/2024,activo,39.0,Occidente
730,María Pérez,usuario730@gmail.com,3156775792,39,FEMENINO,Manizales,deportes,125296.97,5249143.75,9.9,TARJETA CREDITO,2023-02-10,01-03-2022,inactivo,6.0,Oriente
731,Sergio Ramírez,usuario731@empresa.co,3124891542,21,f,medellin,HOGAR,98451.1,3357100.84,1.6,tarjeta débito,06 Feb 2020,,Cancelado,9.0,Centro
732,Diana García,usuario732@empresa.co,3113114554,59,,  Cartagena  ,Alimentos,231065.34,3977995.26,-1.0,tarjeta débito,06-17-2021,2024-08-05,ACTIVO,27.0,Centro
733,Sandra Rodríguez,usuario733@empresa.co,3006819164,39,F,Bogotá,deportes,421203.4,2446307.3,3.4,TARJETA CREDITO,01-05-2022,2024/02/01,activo,22.0,Oriente
734,Laura Torres,usuario734@yahoo.com,---,61,,Cartagena,deportes,69395.45,1851557.67,4.4,tarjeta débito,18/11/2021,2020-09-25,pendiente,5.0,Oriente
735,Juan Sánchez,sin_email,3124012414,34,FEMENINO,Bogotá,alimentos,222249.48,0.0,4.9,TARJETA CREDITO,2021/10/28,03 Jan 2020,Activo,48.0,
736,Ana Sánchez,usuario736@yahoo.com,3117139004,60,FEMENINO,Cartagena,ROPA,466290.53,-1000.0,3.0,PSE,02/12/2022,2023-03-05,Cancelado,35.0,Sur
737,Paola González,usuario737@gmail.com,3117448286,56,FEMENINO,barranquilla,deportes,351578.87,2340254.18,9.0,,10-21-2020,2020-04-17,Cancelado,,Oriente
738,Jorge Torres,usuario738@empresa.co,3114394479,39,Male,Cúcuta,deportes,95079.17,3735233.38,7.8,Tarjeta Crédito,02-01-2023,11-03-2021,Cancelado,37.0,
739,Pedro Gómez,usuario739@outlook.com,3127081347,60,m,Cali,alimentos,176460.69,4295252.7,7.5,tarjeta débito,2021/03/06,2023-12-16,Inactivo,25.0,Occidente
740,Diana López,usuario740@gmail.com,3121546711,40,Masculino,Cali,Ropa,114992.73,1629983.12,3.7,Tarjeta Crédito,2022-03-24,2020-05-16,Activo,4.0,Centro
741,Miguel González,usuario741@yahoo.com,3126408304,59,f,barranquilla,Deportes,22825.48,5270346.29,2.3,Efectivo,2020-03-03,17/05/2020,Activo,10.0,Norte
742,Jorge Ramírez,usuario742@empresa.co,3127846138,43,F,Cali,ROPA,459838.49,2854851.84,9.9,Nequi,2022/08/17,2021/04/29,activo,19.0,
743,Carlos Torres,usuario743@hotmail.com,3012987310,63,M,Cartagena,HOGAR,744272.7,3998918.26,3.7,PSE,01-25-2024,09-10-2023,Cancelado,7.0,Centro
744,Laura Rivera,usuario744@empresa.co,3204662840,37,Male,Bogotá,deportes,40055.23,3890327.61,1.2,Nequi,14 Jun 2023,2024/02/01,inactivo,16.0,Centro
745,Andrés Rodríguez,usuario745@empresa.co,3156102190,59,F,barranquilla,HOGAR,177857.7,1903644.74,4.0,Tarjeta Crédito,12-24-2021,05/06/2022,inactivo,30.0,
746,Natalia Ramírez,sin_email,3127352040,70,MASCULINO,  Cartagena  ,deportes,955015.74,3991850.87,,Efectivo,2023-04-16,10-23-2021,ACTIVO,24.0,Centro
747,Andrés González,usuario747@outlook.com,3209746798,62,f,BOGOTA,ROPA,588318.61,4643407.39,7.7,TARJETA CREDITO,2022/08/23,03/08/2024,ACTIVO,7.0,Occidente
748,Carlos Martínez,usuario748@yahoo.com,,65,,CALI,Tecnología,,4026154.11,2.8,Tarjeta Débito,2022-04-10,18/07/2021,activo,42.0,Norte
749,Natalia González,usuario749@outlook.com,,51,Male,barranquilla,Hogar,65322.52,3007477.75,5.4,pse,10-27-2024,02-07-2022,Activo,11.0,Sur
750,Diana González,usuario750@outlook.com,3152557052,60,Male,  Cartagena  ,Alimentos,516876.65,3240243.14,3.1,TARJETA CREDITO,21/08/2022,07 Feb 2020,Activo,4.0,Oriente
751,Pedro López,usuario751@empresa.co,3203327350,41,FEMENINO,Pereira,alimentos,667606.75,3668941.32,4.8,Nequi,25-11-2023,,inactivo,,
752,Natalia López,usuario752yahoo.com,3207293951,,Male,barranquilla,alimentos,62900.9,3640116.91,4.7,tarjeta débito,2024/04/03,,pendiente,1.0,Sur
753,Luis García,,3001080591,31,FEMENINO,  Cartagena  ,electronica,715971.28,2039974.74,9.5,,11/01/2020,01 Apr 2024,Activo,18.0,Centro
754,Jorge Sánchez,usuario754@yahoo.com,3201847194,67,F,Pereira,Deportes,66584.91,3719594.81,7.7,Tarjeta Débito,18-11-2023,01 Oct 2024,Inactivo,48.0,Centro
755,Paola Ramírez,usuario755@hotmail.com,3016403561,32,F,medellin,Electrónica,158968.63,2432964.47,5.1,PSE,01-12-2024,03-24-2021,inactivo,3.0,Occidente
756,Jorge Torres,usuario756@outlook.com,3108994582,27,Female,Pereira,electronica,329976.5,3151042.47,4.5,Tarjeta Crédito,10-02-2021,2024-06-25,inactivo,31.0,Centro
757,María Torres,usuario757@yahoo.com,3121359745,-5,MASCULINO,Bogotá,electronica,137387.5,2519050.61,5.6,tarjeta débito,11-01-2022,26/02/2020,inactivo,9.0,Oriente
758,Sandra Gómez,,3016811916,52,FEMENINO,CALI,electronica,6681587.0,3955228.51,7.3,TARJETA CREDITO,2022-11-05,2024/01/28,activo,29.0,Sur
759,Ana González,usuario759@outlook.com,3203903397,74,m,  Cartagena  ,Electrónica,123553.19,4622631.5,4.2,Tarjeta Crédito,28/09/2024,09-04-2021,ACTIVO,24.0,Occidente
760,Sandra González,usuario760@outlook.com,3115098682,60,,barranquilla,HOGAR,1227219.77,3858026.65,4.6,Tarjeta Crédito,10-11-2020,28 Jul 2022,Pendiente,19.0,
761,Sandra Torres,usuario761@gmail.com,3154023601,67,FEMENINO,CALI,Tecnología,858219.51,3777828.92,2.2,Nequi,2024/10/06,10-13-2022,ACTIVO,42.0,Centro
762,Laura Gómez,usuario762@hotmail.com,3201272317,56,FEMENINO,Pereira,Hogar,38971.85,4194687.55,9.6,tarjeta débito,29-08-2022,2023-09-26,inactivo,31.0,Oriente
763,Sergio López,usuario763@hotmail.com,3158648272,28,f,Cartagena,Deportes,494248.25,2926899.86,5.0,pse,,07-08-2021,pendiente,6.0,Sur
764,Ana Rivera,usuario764@outlook.com,,62,Femenino,Bogotá,HOGAR,197606.95,,8.7,pse,2023/07/19,13/09/2023,Cancelado,29.0,Norte
765,María Rivera,usuario765@outlook.com,3002350832,69,F,Pereira,Deportes,364457.51,3432649.38,8.7,Tarjeta Débito,2021-12-28,2020-06-23,Cancelado,31.0,Centro
766,Miguel Torres,usuario766@hotmail.com,3113814446,64,MASCULINO,Cartagena,Electrónica,395691.15,5409325.98,6.6,Nequi,2020/12/07,30/11/2023,Inactivo,11.0,Norte
767,Luis Ramírez,usuario767@gmail.com,3002579689,44,Masculino,Pereira,Hogar,7788.85,5187307.81,8.5,Nequi,2023-06-21,12 Mar 2023,Inactivo,10.0,
768,Pedro Rodríguez,usuario768@outlook.com,3152025859,64,,Cali,ROPA,263098.7,2556244.96,6.2,pse,04-07-2022,2022-07-20,pendiente,47.0,
769,Miguel Pérez,usuario769@yahoo.com,3108335610,46,FEMENINO,Manizales,Alimentos,50410.37,3306834.09,4.3,Tarjeta Crédito,12/01/2023,2020/12/05,inactivo,8.0,Centro
770,Miguel Rivera,usuario770@hotmail.com,3207312904,66,Female,Santa Marta,HOGAR,133076.13,2510328.07,,efectivo,17 Apr 2020,22/08/2022,activo,5.0,Oriente
771,Andrés Ramírez,usuario771@yahoo.com,3124984595,46,FEMENINO,Santa Marta,deportes,,4176593.08,2.0,TARJETA CREDITO,25-10-2020,01-20-2021,ACTIVO,13.0,Sur
772,Andrés García,usuario772@hotmail.com,3013323434,33,M,barranquilla,deportes,113587.51,2997328.05,5.5,Nequi,19-01-2023,12-14-2024,pendiente,4.0,Sur
773,Diana Gómez,usuario773@gmail.com,3119225282,69,MASCULINO,CALI,electronica,77713.28,2190073.67,3.7,Tarjeta Débito,2020/10/16,,inactivo,,Occidente
774,Sergio Ramírez,usuario774@gmail.com,3017707156,75,MASCULINO,medellin,electronica,108898.45,2275422.71,3.1,TARJETA CREDITO,01-14-2024,27-02-2022,Pendiente,5.0,Norte
775,Natalia González,usuario775@empresa.co,3155287931,41,Female,Pereira,Deportes,531510.97,2077115.72,8.3,Nequi,14-12-2022,11-11-2021,ACTIVO,18.0,Oriente
776,Laura Pérez,usuario776@outlook.com,3002374981,54,Female,Pereira,Deportes,188937.87,,3.8,PSE,2021-11-11,,Pendiente,9.0,Norte
777,Carlos García,usuario777@empresa.co,3158996197,47,Female,Barranquilla,Deportes,146847.67,4900886.72,7.7,,2021-01-29,2020-08-31,Pendiente,13.0,Centro
778,Ana Rodríguez,usuario778@empresa.co,3002506106,67,f,Santa Marta,alimentos,55014.15,2583344.03,2.4,TARJETA CREDITO,28 Jun 2020,2021/04/17,Activo,18.0,
779,Pedro Rodríguez,usuario779@hotmail.com,3003377653,51,f,Bogotá,deportes,71982.59,3221310.74,1.8,,18 Jun 2020,10-26-2024,Inactivo,35.0,Centro
780,Juan Pérez,usuario780@gmail.com,3013983896,28,F,Bogotá,Alimentos,17940988.5,2821937.62,4.9,Nequi,29/12/2022,05/01/2024,Cancelado,14.0,Occidente
781,María Rivera,usuario781gmail.com,3012128175,69,f,Barranquilla,HOGAR,328508.94,2847206.3,7.6,efectivo,,17 Jul 2024,inactivo,40.0,Sur
782,Andrés Torres,usuario782@yahoo.com,3152603001,73,m,Barranquilla,deportes,250820.78,4650250.34,4.2,,29/09/2022,,Pendiente,37.0,Oriente
783,Sandra Gómez,usuario783@gmail.com,3204736013,59,M,Medellín,alimentos,137234.55,3278618.27,2.5,Tarjeta Crédito,28/05/2022,09 Mar 2020,pendiente,38.0,Oriente
784,Carlos Pérez,usuario784@outlook.com,3123151057,41,Femenino,Barranquilla,Electrónica,117130.85,3607725.92,6.9,efectivo,2023/07/25,08-19-2023,Pendiente,,Oriente
785,Miguel Rivera,usuario785@gmail.com,3014756916,24,Masculino,barranquilla,deportes,250490.01,4468941.66,3.5,Tarjeta Crédito,01 Dec 2021,28 Nov 2021,Activo,29.0,Occidente
786,Juan Pérez,,3201264015,51,Male,CALI,Alimentos,50656.37,,7.9,Tarjeta Crédito,2024/04/14,11-03-2024,pendiente,41.0,Centro
787,María Ramírez,usuario787@yahoo.com,3107627455,36,Female,CALI,ROPA,356323.96,5281678.39,7.4,TARJETA CREDITO,27 May 2021,28-08-2023,Pendiente,1.0,Centro
788,Andrés Torres,usuario788@yahoo.com,3108324016,28,Masculino,Manizales,HOGAR,484624.77,5938810.9,2.8,Tarjeta Crédito,06-05-2021,2022-08-12,Inactivo,48.0,Sur
789,Laura Martínez,sin_email,3013337973,75,MASCULINO,Bucaramanga,deportes,107539.23,3515422.89,5.8,PSE,2023/05/06,10 Apr 2024,pendiente,39.0,
790,Luis González,usuario790@empresa.co,3208203783,71,Masculino,Santa Marta,HOGAR,159610.12,,1.0,Tarjeta Crédito,21 Jul 2021,25-08-2024,ACTIVO,5.0,Norte
791,Miguel Gómez,usuario791@hotmail.com,3018124975,32,m,medellin,Ropa,118968.87,,3.1,Nequi,29/04/2023,02-20-2021,pendiente,19.0,Centro
792,Sandra González,usuario792@yahoo.com,3114740711,74,FEMENINO,Manizales,Alimentos,143409.5,3281694.78,7.1,pse,2022/11/09,10 Jun 2021,activo,6.0,Occidente
793,Paola Martínez,usuario793@gmail.com,3208523348,19,f,Santa Marta,Tecnología,28385.12,4335868.35,5.5,,22 Jan 2023,2022/04/09,Pendiente,19.0,Occidente
794,Carlos Martínez,usuario794@gmail.com,3157462701,43,Femenino,Bogotá,Ropa,224763.32,3587045.74,8.3,tarjeta débito,14 Nov 2021,07 Nov 2022,ACTIVO,48.0,Centro
795,,usuario795@outlook.com,3019418573,33,MASCULINO,Manizales,Ropa,207643.86,2956090.81,5.8,Tarjeta Crédito,24-12-2020,23/07/2024,ACTIVO,34.0,
